Added,Title,Title Short,Series,Book Numbers,Blurb,Authors,Narrators,Tags,Categories,Parent Category,Child Category,Length,Progress,Release Date,Publishers,My Rating,Rating,Ratings,Favorite,Format,Language,Whispersync,From Plus Catalog,Unavailable,Archived,Downloaded,Store Page Changed,Store Page Missing,Asin,Isbn 10,Isbn 13,Summary,People Also Bought,Store Page Url,Sample,Web Player,Cover,Search In Goodreads
969,Chasing the Moon,Chasing the Moon,,,"Diana's life was in a rut - she hated her job, she was perpetually single, and she needed a place to live. But then the perfect apartment came along....",A. Lee Martinez,Khristine Hvam,"Classics, Humorous, Contemporary",Literature & Fiction > Action & Adventure,Literature & Fiction,Action & Adventure,"7h 41m ",Finished,2011-05-25,Audible Studios,,4,784,,Unabridged Audiobook,English,available,,,,,,,B0051VVOY4,,,"<p>Diana's life was in a rut - she hated her job, she was perpetually single, and she needed a place to live. But then the perfect apartment came along. It seemed too good to be true - because it was. As it turns out, the apartment was already inhabited - by monsters.</p><p> Vom the Hungering was the first to greet Diana and to warn her that his sole purpose in life was to eat everything in his path. This poses a problem for Diana since she's in his path...and is forbidden from ever leaving the apartment. It turns out though that there are older and more ancient monstrous entities afoot - ones who want to devour the moon and destroy the world as we know it. Can Diana, Vom, and the other horrors stop this from happening? Maybe if they can get Vom to stop eating everything...and everyone. </p>","Gil's All Fright Diner, Divine Misfortune, Monster, Emperor Mollusk Versus the Sinister Brain, Too Many Curses, Helen & Troy's Epic Road Quest, The Automatic Detective, A Nameless Witch, The Last Adventure of Constance Verity, Secondhand Souls, Andrea Vernon and The Big Axe Acquisition, Oddjobs, Two Necromancers, a Bureaucrat, and an Army of Golems, The Utterly Uninteresting and Unadventurous Tales of Fred, the Vampire Accountant, Noir, Welcome to Night Vale, Clovenhoof, Differently Morphous",https://audible.com/pd/B0051VVOY4?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/adbl/003028/bk_adbl_003028_sample.mp3,https://www.audible.com/webplayer?asin=B0051VVOY4,https://m.media-amazon.com/images/I/516fjoCxtxL._SL500_.jpg,https://www.goodreads.com/search?q=A.%20Lee%20Martinez%20-%20Chasing%20the%20Moon
968,"The Unyielding: Call of Crows, Book 3",The Unyielding,Call of Crows (book 3),3,"Stieg Engstrom, Angriest Viking Ever, has big problems. The human Viking clans of Earth are in danger of being obliterated-along with the rest of the world....",Shelly Laurenston,Johanna Parker,"Action & Adventure, Fantasy, Paranormal",Romance > Action & Adventure,Romance,Action & Adventure,"12h 55m ",Finished,2017-03-28,Tantor Audio,,4.7,1133,,Unabridged Audiobook,English,available,,,,true,,,B06XP375H6,,,"<p>Stieg Engstrom, Angriest Viking Ever, has big problems. The human Viking clans of Earth are in danger of being obliterated-along with the rest of the world - and the only one who may be able to save them is a super pain-in-the-ass Crow. Most people annoy Stieg, but this is the one woman he really can't stand... </p> <p>Erin Amsel loves being a Crow! Why wouldn't she, when the other Viking clans are so hilariously arrogant and humorless? She's not about to let all that come to an end! She just didn't expect to be shoulder to shoulder in battle with Stieg. Then again, he's so easy to torment - and also kind of cute. </p> <p>With the future of the world riding on them, Stieg knows he'll have to put aside his desperate need to kiss the smirk right off Erin's face. Wait. What? He didn't mean that-did he? No! They have one goal: To conquer the idiots. Because nothing bugs Stieg more than when idiots win. If only he can keep himself from suddenly acting like one... </p>","Dragon Actually, Howl for It, When He's Dark, My Commander, Burn, The Lasaran, Fashionably Dead, Daddy Biker Bear, The Siren Saves the Billionaire, The Crown Tower, Steelheart, Artemis, The Land: Founding: A LitRPG Saga, Fae's Claim Boxset, Free the Darkness, The Aeronaut's Windlass, The Red Sea, Hounded",https://audible.com/pd/B06XP375H6?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/tant/007342/bk_tant_007342_sample.mp3,https://www.audible.com/webplayer?asin=B06XP375H6,https://m.media-amazon.com/images/I/618GYxVLYWL._SL500_.jpg,https://www.goodreads.com/search?q=Shelly%20Laurenston%20-%20The%20Unyielding
967,Immortal Unchained: An Argeneau Novel,Immortal Unchained,Argeneau Vampires (book 25),25,"Ever since Domitian Argenis recognized Sarita as his life mate, he's been waiting for the perfect moment to claim her. Those fantasies did not include him being chained to a table in a secret lab....",Lynsay Sands,Julian Durant,"Supernatural, Paranormal, Urban","Mystery, Thriller & Suspense > Thriller & Suspense","Mystery, Thriller & Suspense",Thriller & Suspense,"11h 22m ",Finished,2017-03-28,HarperAudio,,4.4,677,,Unabridged Audiobook,English,available,,,,true,,,B01N0OR3KC,,,"<p>In a spellbinding new Argeneau novel from <i>New York Times</i> best-selling author Lynsay Sands, a dangerous rescue is just the beginning of red-hot adventure. </p> <p>Ever since Domitian Argenis recognized Sarita as his life mate, he's been waiting for the perfect moment to claim her. Those fantasies did <i>not</i> include him being chained to a table in a secret lab or both of them being held hostage by a mad scientist. Somehow, they have to escape. </p> <p>Sarita has seen some crazy things as a cop, but nothing to rival Domitian. A vampire? Seriously? But his healing ability, his incredible powers, and their mind-blowing physical connection - none of it should be possible, yet her body knows differently. Now, not only do they have to save each other, but other innocent lives are at stake. Failure is not an option, for Sarita intends that Domitian show her exactly what an eternity of pleasure feels like. </p>","Surrender to the Highlander, The Eternal Highlander, Devil of the Highlands, Lady Pirate, The Countess, The Loving Daylights, The Deed, Dark Tarot, What She Wants, Halfway to the Grave, The Lasaran, In Still Darkness, Night Pleasures, Shadow Rider, A Game of Thrones, The Gray Man, The Innocent: A Novel, American Assassin",https://audible.com/pd/B01N0OR3KC?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/harp/005859/bk_harp_005859_sample.mp3,https://www.audible.com/webplayer?asin=B01N0OR3KC,https://m.media-amazon.com/images/I/619YrEQXwRL._SL500_.jpg,https://www.goodreads.com/search?q=Lynsay%20Sands%20-%20Immortal%20Unchained
966,Rudyard Kipling's The Jungle Book: The Mowgli Stories,Rudyard Kipling's The Jungle Book: The Mowgli Stories,,,"Audie Award, Excellence in Production, 2016. Audie Award, Audio Drama, 2016....",Rudyard Kipling,"Bill Bailey, Richard E. Grant, Colin Salmon, Tim McInnerny, Bernard Cribbins, Celia Imrie, Martin Shaw",,,,,2h 32m,,,,,,,,,,,,,,,,true,B013H2CHIA,,,,,https://audible.com/pd/B013H2CHIA?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B013H2CHIA,https://m.media-amazon.com/images/I/51LFe-90pHL._SL500_.jpg,https://www.goodreads.com/search?q=Rudyard%20Kipling%20-%20Rudyard%20Kipling's%20The%20Jungle%20Book%3A%20The%20Mowgli%20Stories
965,"When a Beta Roars: A Lion's Pride, Book 2",When a Beta Roars,A Lion's Pride (book 2),2,"How degrading. Stuck babysitting a woman because his alpha said so. As pride beta, he has better things to do with his time....",Eve Langlais,Michael Rafkin,"Fantasy, Paranormal",Romance > Fantasy,Romance,Fantasy,"5h 38m ",Finished,2016-04-19,Audible Studios,,4.4,633,,Unabridged Audiobook,English,,,,,true,,,B019HKPF0S,,,"<p>How degrading. Stuck babysitting a woman because his alpha said so. As pride beta, he has better things to do with his time, like washing his impressive mane, hunting down thugs for fun, and chasing tail - sometimes his own, if his lion is feeling playful. </p><p>But his babysitting job takes an unexpected turn when the woman he's assigned guard duty over turns out to be his mate. A female threatened by an outside wolf pack. A woman he wants to call his own. A mate who doesn't fall for his charm. Usually betas leave the roaring to the pride's alpha, but in this case, given his level of frustration, he might have to make an exception. And if anyone doesn't like it, they can kiss his furry tail. Rawr! </p>","When an Omega Snaps, Kodiak Point Anthology, Dragon Point, Collection One, Bitten Point, Lucifer's Daughter, The Big Alpha in Town, A Demon and His Witch, Dominick, City Shifters: The Den, When He's Dark, Pride of Alphas Complete Collection, The Marked and Mated Collection, No Ifs, and, or Bears About It, Special Ops Shifters, Fae's Claim Boxset, Caught by the Wolves, The Sabertooth's Promise, Spiral of Need",https://audible.com/pd/B019HKPF0S?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/adbl/026589/bk_adbl_026589_sample.mp3,https://www.audible.com/webplayer?asin=B019HKPF0S,https://m.media-amazon.com/images/I/51HYnfMExRL._SL500_.jpg,https://www.goodreads.com/search?q=Eve%20Langlais%20-%20When%20a%20Beta%20Roars
964,"Rebel: Space Gypsy Chronicles, Book 3",Rebel,Space Gypsy Chronicles (book 3),3,"The Rhomanii are looking for the man foretold in the prophecy, a leader that will unite the clans and lead them home....",Eve Langlais,Chandra Skyye,"Adventure, Space Opera",Science Fiction & Fantasy > Science Fiction,Science Fiction & Fantasy,Science Fiction,"9h 22m ",Finished,2017-02-14,Tantor Audio,,4.6,45,,Unabridged Audiobook,English,owned,,,,true,,,B01N9Y0IQ5,,,"<p>The Rhomanii are looking for the man foretold in the prophecy, a leader that will unite the clans and lead them home. Some addled seers decided that man is Rafe. That caused a bit of an issue, mostly because there is a second foretelling, one calling him the destroyer. Cooler name, but it comes with attempts to kill him, mostly by his uncle, the archduke for the enclave. But what's a little blood and murder between family members? </p> <p>Rafe is older now. Wiser. And most definitely deadlier, which is why Rafe is returning to the mighty wheel housing his clan. It seems his uncle has some of the artifacts he's seeking. Not for long. Rafe is so close to completing the puzzle and solving the mystery. Maybe even finding the mysterious path home. Time is running out, though. The forces for and against him are rallying. Grumbles and whispers tell of entire families gone silent. Who is killing them, and is rebellion the only solution? Contains mature themes. </p>","Keystone, Lazy Son, C791, Lucifer's Daughter, Midlife Bounty Hunter, The Lasaran, Grim, Cassandra's Challenge, Taken by the Alien Warrior, Murder's a Witch, Magically Mated, Tall, Dark & Lonely, Rescuing Mattie, Claimed: A Sci-Fi Alien Romance, His Frost Maiden: A Qurilixen World Novel, Roark, Queen's Ransom, Dangerously Mine",https://audible.com/pd/B01N9Y0IQ5?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/tant/007104/bk_tant_007104_sample.mp3,https://www.audible.com/webplayer?asin=B01N9Y0IQ5,https://m.media-amazon.com/images/I/61kKXYJcQzL._SL500_.jpg,https://www.goodreads.com/search?q=Eve%20Langlais%20-%20Rebel
963,"Sinner: Space Gypsy Chronicles, Book 2",Sinner,Space Gypsy Chronicles (book 2),2,"Waking up not knowing his name probably isn't the worst thing that ever happened to him. I think. With no memories, he can't know for sure, and while he chases the thin threads....",Eve Langlais,Chandra Skyye,"Adventure, Space Opera",Science Fiction & Fantasy > Science Fiction,Science Fiction & Fantasy,Science Fiction,"9h 13m ",Finished,2016-11-24,Tantor Audio,,4.5,65,,Unabridged Audiobook,English,owned,,,,true,,,B01MQCJZEK,,,"<p>All he remembers is how to survive. </p> <p>Waking up not knowing his name probably isn't the worst thing that ever happened to him. I think. With no memories, he can't know for sure, and while he chases the thin threads of recollection, he must fight for his life in Lac'uus. </p> <p>Also known as the pit, Lac'uus is where those with vices come to play. Except he's not one of the buyers. Sold to pay a debt, Oblivion must fight if he wants to survive and prove cunning if he wants to escape. Or he could just stay. There is no denying the intoxicating adrenaline of the fights, the females offered as prizes alluring. And he might have been content with his lot in life if not for the new concubine who glares at him with such accusation. The female, a human from Earth, acts as if she knows him. Responds with soft gasps to his touch. She claims they share an intimate past, a past he doesn't remember but has certainly betrayed with his sins. </p> <p>But he won't apologize for what he's done. The rules are different in the pit, and Oblivion does what he must to survive until the day his memories come smashing back and the sinner must face his past. </p>","The Lasaran, Kodiak's Claim, Hybrid Misfit, Lucifer's Daughter, Lazy Son, A Demon and His Witch, C791, Toxic Dust, Keystone, Midlife Bounty Hunter, The Vow, Chosen, Rejected, Rake's Redemption, Magical Midlife Madness, Gladiator, Grim, Cassandra's Challenge",https://audible.com/pd/B01MQCJZEK?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/tant/006792/bk_tant_006792_sample.mp3,https://www.audible.com/webplayer?asin=B01MQCJZEK,https://m.media-amazon.com/images/I/61A0zmK4QcL._SL500_.jpg,https://www.goodreads.com/search?q=Eve%20Langlais%20-%20Sinner
962,"Pirate: Space Gypsy Chronicles, Book 1",Pirate,Space Gypsy Chronicles (book 1),1,Earth: a space pirate's dream when it comes to booty but not a good place to hide when bounty hunters come looking. Pulling up stakes means Rafe must leave his vintage trailer behind....,Eve Langlais,Chandra Skyye,"Science Fiction, Adventure, Space Opera",Romance > Science Fiction,Romance,Science Fiction,"7h 27m ",Finished,2016-08-25,Tantor Audio,,4,171,,Unabridged Audiobook,English,owned,,,,true,,,B01KTWLFLQ,,,"<p>Earth: a space pirate's dream when it comes to booty but not a good place to hide when bounty hunters come looking. Pulling up stakes means Rafe must leave his vintage trailer behind, but in the process he acquires a passenger, a mouthy female who seems to think she's calling the shots. She'll soon learn who's the captain. And it isn't <i>Annabelle</i>, his sassy ship. </p> <p>A true red-blooded male, Rafe does his best to teach Emma her place in the universe, but her human attitude gets in the way. So why doesn't he sell her when he gets the chance? Damned if he knows, but despite his motto of ""the universe revolves around me"", he finds himself putting his life in peril to save hers. But that doesn't mean he's letting her in on all his secrets. Some things a man has to carry alone, and some revelations a pirate will kill to keep. </p> <p>The universe might be out to get him, but he's not giving in without a fight. </p>","Kodiak Point Anthology, The Lasaran, C791, Bitten Point, Alien Abduction 1, A Demon and His Witch, Taken by the Alien Warrior, Magically Mated, Fringe Runner, Wild Like the Wind, Her Commanders, The Martian, Columbus Day, Artemis, Abducting Abby, Off to Be the Wizard, Old Man's War, The Android's Dream",https://audible.com/pd/B01KTWLFLQ?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/tant/006455/bk_tant_006455_sample.mp3,https://www.audible.com/webplayer?asin=B01KTWLFLQ,https://m.media-amazon.com/images/I/61iLbFn-M8L._SL500_.jpg,https://www.goodreads.com/search?q=Eve%20Langlais%20-%20Pirate
961,"When an Alpha Purrs: A Lion's Pride, Book 1",When an Alpha Purrs,A Lion's Pride (book 1),1,"A lion's pride isn't only defined by those he commands but also resides with his hair, so when a human dares to butcher Arik's mane, he gets his revenge....",Eve Langlais,William G. Humphrey,"Fantasy, Paranormal",Romance > Fantasy,Romance,Fantasy,"6h 13m ",Finished,2016-04-19,Audible Studios,,4.3,995,,Unabridged Audiobook,English,owned,,,,true,,,B019HKPBPM,,,"<p>A lion's pride isn't only defined by those he commands but also resides with his hair, so when a human dares to butcher Arik's mane, he gets his revenge - and claims her as his mate. </p> <p>A billionaire CEO and leader of the largest East Coast pride, Arik is a ladies' man and a lion. Used to commanding others and obedience, he can't believe it when a hairdresser with tempting curves chops off a hunk of his precious mane. But her biggest mistake is in running from him. Run as fast as you can, little mouse, because this cat loves to chase - and pounce. Oh, and he likes to nibble on tender bits. What he doesn't expect is to fall for a human woman - a woman who can make the impossible happen, because everyone knows lions can't purr...until now. </p>","Kodiak Point Anthology, Dragon Point, Collection One, Bitten Point, Propositioned by the Billionaire Moose, Wickedest Witch, Lucifer's Daughter, Pride of Alphas Complete Collection, The Big Alpha in Town, Growl, The Geek Job, A Demon and His Witch, The Alpha Claims a Mate, Daddy Biker Bear, When He's Dark, Brutal Mate, Wicked Captor, Caught by the Wolves, City Shifters: The Den",https://audible.com/pd/B019HKPBPM?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/adbl/026588/bk_adbl_026588_sample.mp3,https://www.audible.com/webplayer?asin=B019HKPBPM,https://m.media-amazon.com/images/I/51ukiVDE+-L._SL500_.jpg,https://www.goodreads.com/search?q=Eve%20Langlais%20-%20When%20an%20Alpha%20Purrs
960,"Beyond the Grave: The Ministry of Curiosities, Volume 3",Beyond the Grave,The Ministry of Curiosities (book 3),3,"At the request of Lady Harcourt, Charlie and Lincoln begin searching for her missing stepson. Still recovering from her ordeal at the hands of a diabolical villain....",C. J. Archer,Shiromi Arserio,"Fantasy, Historical",Romance > Fantasy,Romance,Fantasy,"9h 26m ",Finished,2017-02-01,C.J. Archer,,4.6,186,,Unabridged Audiobook,English,owned,,,,true,,,B01MTEIYUA,,,"<p>At the request of Lady Harcourt, Charlie and Lincoln begin searching for her missing stepson. Still recovering from her ordeal at the hands of a diabolical villain, Charlie is supposed to be resting. But resting is dull, so she throws herself into the task at hand, much to Lincoln's frustration. </p> <p>The search leads them down a dark path littered with family secrets and titillating scandal. Using her necromancy to expose those secrets, Charlie unwittingly raises a spirit with the power to override her control. With a dead body on the loose in London, Charlie and Lincoln must work together to send it back before havoc is unleashed and the committee members find out. </p> <p>Because if they do, they will have more ammunition in their fight to send Charlie away from her home and everyone she loves. </p>","Grave Expectations, The Palace of Lost Memories, Murder at the Mayfair Hotel, The Charmer, The Medium, Honor Bound, Wild Knight, Crown of Secrets, A Ruin of Roses, Manners and Monsters Collection, Black Hat, White Witch, The One and Only Crystal Druid, Heart of Malice, A Brazen Curiosity: A Regency Cozy, The Earl, a Girl, & a Promise, Shadowspell Academy, Murder at the Breakers, Fairchild",https://audible.com/pd/B01MTEIYUA?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/acx0/079058/bk_acx0_079058_sample.mp3,https://www.audible.com/webplayer?asin=B01MTEIYUA,https://m.media-amazon.com/images/I/51nZEojWo+L._SL500_.jpg,https://www.goodreads.com/search?q=C.%20J.%20Archer%20-%20Beyond%20the%20Grave
959,"The Unknown Universe: A New Exploration of Time, Space and Cosmology",The Unknown Universe,,,A groundbreaking guide to the universe and how our latest deep-space discoveries are forcing us to revisit what we know - and what we don't....,Stuart Clark,Stephen Hoye,"Astronomy, Cosmology",Science & Engineering > Science,Science & Engineering,Science,"8h 22m ",7h 57m left,2016-09-06,Audible Studios,,4.4,1091,,Unabridged Audiobook,English,available,,,,true,,,B01J2ABCTQ,,,"<p>A groundbreaking guide to the universe and how our latest deep-space discoveries are forcing us to revisit what we know - and what we don't. </p> <p>On March 21, 2013, the European Space Agency released a map of the afterglow of the big bang. Taking in 440 sextillion kilometers of space and 13.8 billion years of time, it is physically impossible to make a better map: We will never see the early universe in more detail. On the one hand, such a view is the apotheosis of modern cosmology; on the other, it threatens to undermine almost everything we hold cosmologically sacrosanct. The map contains anomalies that challenge our understanding of the universe. It will force us to revisit what is known and what is unknown, to construct a new model of our universe. </p> <p>This is the first book to address what will be an epoch-defining scientific paradigm shift. Stuart Clark will ask if Newton's famous laws of gravity need to be rewritten, if dark matter and dark energy are just celestial phantoms. Can we ever know what happened before the big bang? What's at the bottom of a black hole? Are there universes beyond our own? Does time exist? Are the once immutable laws of physics changing? </p>","Space: 10 Things You Should Know, The Hidden Reality, The Fabric of the Cosmos, The Science of Interstellar, Dark Matter and Dark Energy, Einstein's Cosmos, The Quantum Universe, Billions & Billions, The Story of Earth, The Elegant Universe, Spooky Action at a Distance, Welcome to the Universe, Particle Physics for Non-Physicists: A Tour of the Microcosmos, A Brief History of Time, Ripples in Spacetime, Cosmos, Our Mathematical Universe, Your Brain Is a Time Machine",https://audible.com/pd/B01J2ABCTQ?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/adbl/027618/bk_adbl_027618_sample.mp3,https://www.audible.com/webplayer?asin=B01J2ABCTQ,https://m.media-amazon.com/images/I/61gwmiZGb7L._SL500_.jpg,https://www.goodreads.com/search?q=Stuart%20Clark%20-%20The%20Unknown%20Universe
958,A Vindication of the Rights of Woman,A Vindication of the Rights of Woman,,,"In A Vindication of the Rights of Woman, Mary Wollstonecraft tackles the wasted potential she sees in women, refusing to see them as inferior to men....",Mary Wollstonecraft,Fiona Shaw,Children's Audiobooks,Children's Audiobooks,Children's Audiobooks,,9h 24m,,2016-01-13,Naxos AudioBooks,,3.9,78,,Unabridged Audiobook,English,available,,,,true,,,B01AH8BXQO,,,"<p>In <i>A Vindication of the Rights of Woman</i>, Mary Wollstonecraft tackles the wasted potential she sees in women, refusing to see them as inferior to men; she decries their limitations and suggests that they are worthy of an equal standard of education and that they should be taught to develop their own reason, not simply how to gain a man. Written in 1792, at the height of the French Revolution, <i>A Vindication</i> is an eloquent and persuasive response to the prevailing attitudes of the time. It is the original feminist manifesto. </p>","A Room of One's Own, Argumentation: The Study of Effective Reasoning, 2nd Edition, The Feminine Mystique, Feminism Is for Everybody, Frankenstein, The Second Sex, The Second Treatise on Civil Government, The Social Contract, An Essay Concerning Human Understanding, The Subjection of Women, Common Sense, Far From the Madding Crowd, Persuasion, The Souls of Black Folk, Republic, Plato's Republic, Wuthering Heights [Trout Lake Media Edition], Discipline & Punish",https://audible.com/pd/B01AH8BXQO?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/naxo/001317/bk_naxo_001317_sample.mp3,https://www.audible.com/webplayer?asin=B01AH8BXQO,https://m.media-amazon.com/images/I/51X6fGo7mpL._SL500_.jpg,https://www.goodreads.com/search?q=Mary%20Wollstonecraft%20-%20A%20Vindication%20of%20the%20Rights%20of%20Woman
957,Etched in Bone: A Novel of the Others,Etched in Bone,The Others (Bishop) (book 5),5,"Anne Bishop returns to her world of the Others, as humans struggle to survive in the shadow of shapeshifters and vampires far more powerful than themselves....",Anne Bishop,Alexandra Harris,"Fantasy, Contemporary",Romance > Fantasy,Romance,Fantasy,"16h 21m ",Finished,2017-03-07,Penguin Audio,,4.7,2516,,Unabridged Audiobook,English,available,,,,true,,,B01N6CD7L5,,,"<p><b><i>New York Times</i></b><b> best-selling author Anne Bishop returns to her world of the Others, as humans struggle to survive in the shadow of shape-shifters and vampires far more powerful than themselves….</b>&nbsp;</p> <p>After a human uprising was brutally put down by the Elders - a primitive and lethal form of the Others - the few cities left under human control are far-flung. And the people within them now know to fear the no man's land beyond their borders - and the darkness....&nbsp;</p> <p>As some communities struggle to rebuild, Lakeside Courtyard has emerged relatively unscathed, though Simon Wolfgard, its wolf shifter leader, and blood prophet Meg Corbyn must work with the human pack to maintain the fragile peace. But all their efforts are threatened when Lieutenant Montgomery's shady brother arrives, looking for a free ride and easy pickings.&nbsp;</p> <p>With the humans on guard against one of their own, tensions rise, drawing the attention of the Elders, who are curious about the effect such an insignificant predator can have on a pack. But Meg knows the dangers, for she has seen in the cards how it will all end: with her standing beside a grave.&nbsp;</p>","Daughter of the Blood, Sebastian, The Pillars of the World, Skinwalker, Alpha and Omega, Magic Bites, Cursed Luck, The Host, The Secret, Book & Scone Society, The Cruel Prince, Relentless, Pathfinder's Way, Carve the Mark, Secondborn, Seven Years, Cast in Shadow, Angels' Blood, Slave to Sensation",https://audible.com/pd/B01N6CD7L5?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/peng/002993/bk_peng_002993_sample.mp3,https://www.audible.com/webplayer?asin=B01N6CD7L5,https://m.media-amazon.com/images/I/51RGAkM4MUL._SL500_.jpg,https://www.goodreads.com/search?q=Anne%20Bishop%20-%20Etched%20in%20Bone
956,"Silence Fallen: A Mercy Thompson Novel, Book 10",Silence Fallen,Mercy Thompson (book 10),10,"Mercy Thompson, a coyote shapeshifter, has found her voice in the werewolf pack. But when Mercy's bond with the pack - and her mate - is broken, she'll learn what it truly means to be alone....",Patricia Briggs,"Lorelei King, George Newbern","Action & Adventure, Paranormal, Urban",Literature & Fiction > Action & Adventure,Literature & Fiction,Action & Adventure,"11h 13m ",Finished,2017-03-07,Penguin Audio,,4.7,7537,,Unabridged Audiobook,English,owned,,,,true,,,B01MYVARKX,,,"<p><b>In the <i>New York Times</i> best-selling Mercy Thompson novels, the coyote shapeshifter has found her voice in the werewolf pack. But when Mercy's bond with the pack - and her mate - is broken, she'll learn what it truly means to be alone....</b> </p> <p>Attacked and abducted in her home territory, Mercy finds herself in the clutches of the most powerful vampire in the world, taken as a weapon to use against alpha werewolf Adam and the ruler of the Tri-Cities vampires. In coyote form Mercy escapes - only to find herself without money, without clothing, and alone in the heart of Europe. </p> <p>Unable to contact Adam and the rest of the pack, Mercy has allies to find and enemies to fight, and she needs to figure out which is which. Ancient powers stir, and Mercy must be her agile best to avoid causing a war between vampires and werewolves, and between werewolves and werewolves. And in the heart of the ancient city of Prague, old ghosts rise.... </p>","Burn Bright, Raven's Shadow, Masques, Skinwalker, Magic Bites, The Hob's Bargain, Dragon Bones, Storm Front, Dead Witch Walking, Oath Sworn, Leviathan Wakes, Columbus Day, The Eye of the World, Wolves of the Calla, Naked in Death, Six of Crows, Halfway to the Grave, Guilty Pleasures",https://audible.com/pd/B01MYVARKX?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/peng/002997/bk_peng_002997_sample.mp3,https://www.audible.com/webplayer?asin=B01MYVARKX,https://m.media-amazon.com/images/I/51I531UXpmL._SL500_.jpg,https://www.goodreads.com/search?q=Patricia%20Briggs%20-%20Silence%20Fallen
955,Hisses and Honey,Hisses and Honey,The Venom Trilogy (book 3),3,"Humble baker-turned-supernatural Alena Budrene is lovely and lethal, and for the first time, she's owning it....",Shannon Mayer,Saskia Maarleveld,"Contemporary, Paranormal, Urban",Science Fiction & Fantasy > Fantasy,Science Fiction & Fantasy,Fantasy,"8h 0m ",Finished,2017-03-07,Brilliance Audio,,4.6,761,,Unabridged Audiobook,English,available,,,,true,,,B01N1A5F5C,,,"<p><b>The climactic final volume of The Venom Trilogy by <i>USA Today</i> bestselling author Shannon Mayer.</b> </p> <p>Humble baker-turned-supernatural Alena Budrene is lovely and lethal, and for the first time, she's owning it. Finally rid of her low-life ex-husband, she's free to date sexy vampire mob boss Remo, who respects her as both a Supe and a woman. She's on good terms with her difficult mother, and she's growing comfortable with her powers. </p> <p>But just when it seems things are falling into place for Alena, Hera strikes again: the Aegrus virus rages across Seattle, threatening the life of everyone in its path - including Remo, infected by Hades. The only way to stop the carnage is to face Hera and her army in a no-prisoners battle to determine the fate of the human race - and Alena's future. </p> <p>In a sweeping voyage from the Seattle bar scene to a netherworld populated by murderous gods and monsters, Alena confronts one adversary after another on a quest to set the world right for both humans and Supes and demonstrate her power - to the gods and to herself - once and for all. </p>","Kingdom of Storms, Midlife Bounty Hunter, Shadowspell Academy: The Culling Trials: Book 1, Recurve, Silver Staked, Aimless Witch, Rylee, Priceless [Dramatized Adaptation], Dauntless, A Court of Honey and Ash, Dark Waters, Sundered, Magical Midlife Madness, A Ruin of Roses, Sucks to Be Me, Sin & Chocolate, White Hot Kiss, The Final Empire",https://audible.com/pd/B01N1A5F5C?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/brll/008769/bk_brll_008769_sample.mp3,https://www.audible.com/webplayer?asin=B01N1A5F5C,https://m.media-amazon.com/images/I/61Yll61uu6L._SL500_.jpg,https://www.goodreads.com/search?q=Shannon%20Mayer%20-%20Hisses%20and%20Honey
954,"Her Majesty's Necromancer: The Ministry of Curiosities, Book 2","Her Majesty's Necromancer: The Ministry of Curiosities, Book 2",The Ministry of Curiosities (book 2),2,"When bodies go missing from the cemetery, Lincoln and the Ministry of Curiosities investigate. But not Charlie. As a housemaid at Lichfield Towers, she doesn't get involved....",C. J. Archer,Shiromi Arserio,,,,,,Finished,,,,,,,,,,,,,true,,true,B01MRUZWNV,,,,,https://audible.com/pd/B01MRUZWNV?ipRedirectOverride=true&overrideBaseCountry=true,,https://www.audible.com/webplayer?asin=B01MRUZWNV,https://m.media-amazon.com/images/I/61FmTpplhyL._SL500_.jpg,https://www.goodreads.com/search?q=C.%20J.%20Archer%20-%20Her%20Majesty's%20Necromancer%3A%20The%20Ministry%20of%20Curiosities%2C%20Book%202
